ID,Clean,Notes
95378cf3-e939-42e0-b486-ebf2ca951664,,
169628c5-266d-4e11-993b-440fa5fa2167,Y,
378742ba-5ba8-44c2-9cfd-8a609decca57,,
553048ce-7afd-4e0e-b4cb-4896620287a1,,
731893c6-67b9-42f0-aea6-d1f70c2c9870,,
737356b2-ce9c-448b-877b-e42b3ed94563,,
763641c7-488f-4959-a554-fdbce9582644,,
04204031-4f98-44ba-9c47-98c2f2e6b8fc,,
04798708-6915-4dbc-842e-d394d545d4eb,,
4857878a-e44b-4143-90e9-b65d0b704306,,
5640831d-7853-4d06-8166-988e2844b652,,
7524054e-dc67-47e0-8c26-ea1d4d70d2fb,Y,
8427760a-b82e-4136-8f12-dfd53cad9bc9,,
25789239-1075-43b9-bfc9-51dff4a29590,,
a0b9a4e4-51f5-4c98-a090-0317fb891056,,
a0eae9d2-d97f-401a-a495-1e1d1cb84a9c,Y,
a1dcaeb2-f4e6-4818-b490-09f44d624afc,,
a6bccb70-62b5-42aa-bfc9-3b0b886a2b2d,Y,
a56d9450-3a26-485c-8ac3-24b6b54e2c1d,,
a199697c-3cdc-47c7-a9c7-c1b07dd6c9dd,,
aa600069-0a98-45e6-94fa-4000bfe46c25,,
aaf0fc7b-d7f5-412c-b3b9-313a7c483666,,
ad6c3742-e517-42eb-9dec-e74ed05387cc,,
aefc1609-976b-423e-8516-f7d588d64ff7,,
afca84b2-0277-4b1b-8696-5f14543f338c,Y,
b8a79d39-346e-4258-a810-572b3b2c9ab1,,
b8d6f3eb-f2d6-4342-af90-6d09f5257b6b,,
b92cb1ca-baa9-4c74-b6dc-36389671ed76,,
b207da3d-4baf-485a-98e1-657602479b3a,,
b876b54b-6007-4d36-a6f4-efed8829d5fc,,
bacbb01f-b877-4d62-8050-992f1d85543a,,
baea951d-526a-49aa-8329-c8de676341fb,,
bb45cf1a-4c58-4fe3-88ea-97ef27527507,,
bbf40b5a-8ef9-4aec-a6c3-8b8706eb2ba0,,
bc1f2967-f834-43bd-aadc-95afc897cfe7,,
bc964128-da16-4e4c-af95-4d1211e78c70,,
bd25c90e-d307-4cd9-adfb-46f5e323a81b,,
bdcc429e-ed95-40d3-a1af-bad268d66b25,,
bdd109ec-d5dd-4d91-92ad-66b679518026,,
c6d73235-1dd5-4085-a3b3-50a3466c6168,,
c8f42ad5-5a2f-4398-b9d9-207fd4fcc551,Y,
c15ade79-43c0-4271-9f00-a121cefc92e5,Y,
c70471f9-9c4a-41c9-b8f8-20ac38847a8e,Y,
c228818e-eabe-434b-9d60-2fb84a6c5b2a,,
c2330200-ad8e-4848-8c2b-b70612f4b80e,Y,
c8752696-4ae5-4e47-b2ad-622496966fa9,,
ca080447-fe99-4f6d-98c9-c69b68dacba3,,
cc3e4991-6cce-40fe-a917-81a4fbb92ea6,,
cc7f7675-d3c8-4a49-a2d7-a8959b694004,,
cda46831-26d1-4dd8-ac50-6004d27d45dd,,
cff5bcde-6a15-4c5b-b529-e1c528c46335,Y,Some slight vocal bleed in other
d4df499c-e394-4753-b459-e167e6a58bad,,
d4fe2408-c123-4739-93bb-22f558ae99d7,,
d7d28204-a8ac-4c2b-bb3c-c941f4a00b85,Y,
d8f0e410-5761-4d4a-9000-effe11089bbd,,
d028d7c2-45c1-4846-b7df-4964238fd460,,
d45bb3a6-eb80-44b3-b2ef-56cc9d5b4914,,
d072debf-ea5b-4e8a-a447-cc1868cfc5fa,,
d890ff35-300d-49f2-8054-49ab47262987,Y,
d2401d3d-967c-46be-b9a0-3da571105158,,
d624037a-1a76-4dd9-9e60-4ba380748a0b,,
d4262245-3143-4c05-8423-6cbdc6253042,,
dda2c057-6d73-43fa-a130-d7d6562c09ca,Y,
dfb0e076-cb6b-4dcc-9934-c60070ff04d7,,
e2ccbc17-44bf-431a-af2b-4cf2fbd19a72,,
e2e4ce50-cd0d-4144-809d-4cf8c8e4912e,,
e3ab3975-033b-40e2-b538-09396b3d4244,Y,
e4de8632-6f69-4c63-8081-f4c2b77b40df,Y,
e37cdb09-e648-4e9b-bc06-d178a964161c,Y,
e62afdcd-0c96-4bee-80c7-1c17b897a6d7,,
e78fa5de-cfdd-44fa-87c1-10a337b7011f,,
e9336d31-c0df-4c91-be2b-7c4420c9cd34,Y,
e1108928-9776-434c-bc57-c32dfdb7839c,,
ea29ab4d-7f72-4331-b2a4-d3945c754211,,
ea898682-08e7-4818-b516-8c0e10a4c20a,,
ebea0f1d-8e23-469e-8eed-5269a9c684f0,,
ed90a89a-bf22-444d-af3d-d9ac3896ebd2,,
ee082817-dbda-4fbf-b5aa-8dce2320ae35,,
ef1510e0-ba23-4b59-ba53-14181d73f213,,
f0c565c5-fc73-4da1-b979-0fac0167f671,,
f4b735de-14b1-4091-a9ba-c8b30c0740a7,Y,
f9e58f4d-e361-4598-9c9a-d0a83529cc68,Y,
f40ffd10-4e8b-41e6-bd8a-971929ca9138,,
f76e2c13-9a9a-4cac-b6dd-45b5111aac6d,Y,
fa46f72c-696d-45bc-bcc5-2b3305800565,,
faad432d-6ad0-492d-96f1-321eeb9685b5,,
fac94d9a-59da-4f83-9027-3eafe082ad16,Y,
fcd1937f-2b21-4a78-889a-7b7e63e0ebdd,,
fd6e4b4a-f33a-4f3c-aa6e-7c65fd5dc0bc,,
fe3ae408-d35f-4c17-aa33-402238725a9d,Y,
ff486935-7ce2-4e23-8908-0ff5fcc50856,Y,
